Word,Frequency,Part-of-speech,Percentage So Far
 حَمِيم,14,Noun,83.07250209
 خَاشِع,14,Noun,83.09138987
 شَاكِر,14,Noun,83.11027765
 صِدْق,14,Noun,83.12916543
 ظِلّ,14,Noun,83.14805321
 عَدْل,14,Noun,83.16694099
 غَضَب,14,Noun,83.18582877
 قَادِر,14,Noun,83.20471655
 كَلِمَٰت,14,Noun,83.22360433
 لَعْنَة,14,Noun,83.24249211
 لَيْت,14,Accusative particle,83.26137989
 مُّسْتَقِيم,14,Adjective,83.28026767
 مُسْلِم,14,Proper noun,83.29915545
 مَقَام,14,Noun,83.31804323
 وَالِد,14,Noun,83.33693101
حَلَلْ,14,Verb,83.35581879
أَخْلَفُ,14,Verb,83.37470656
صَرَفَ,14,Verb,83.39359434
أَعْتَدَتْ,14,Verb,83.41248212
عَدَلَ,14,Verb,83.4313699
كَشَفَ,14,Verb,83.45025768
كَفَّرَ,14,Verb,83.46914546
لَقُ,14,Verb,83.48803324
نَكَحَ,14,Verb,83.50692102
 ٱثْنَيْن,13,Noun,83.52445967
 إِذًا,13,Answer particle,83.54199833
 أَكْبَر,13,Noun,83.55953698
 بَغْتَة,13,Noun,83.57707563
 ثَوَاب,13,Noun,83.59461428
 جَمْع,13,Noun,83.61215294
 حَٰفِظ,13,Noun,83.62969159
 حَرْث,13,Noun,83.64723024
 حُسْن,13,Noun,83.66476889
 حَكِيم,13,Noun,83.68230755
 حَوْل,13,Noun,83.6998462
 حَيْث,13,Location adverb,83.71738485
 رِضْوَٰن,13,Noun,83.7349235
 شَفَٰعَة,13,Noun,83.75246216
 صَيْحَة,13,Noun,83.77000081
 غَالِب,13,Noun,83.78753946
 غُلَٰم,13,Noun,83.80507811
 فَاسِق,13,Adjective,83.82261677
 قِتَال,13,Noun,83.84015542
 مَا,13,Supplemental particle,83.85769407
 مَثْوًى,13,Noun,83.87523272
 مَّرَض,13,Noun,83.89277138
 مُفْلِحُون,13,Noun,83.91031003
 مَلِك,13,Noun,83.92784868
 نَّجْم,13,Noun,83.94538733
أَبَى,13,Verb,83.96292599
تَرَبَّصْ,13,Verb,83.98046464
زَعَمَ,13,Verb,83.99800329
أَسْمَعَ,13,Verb,84.01554194
سَوَّىٰ,13,Verb,84.0330806
يَصْلَى,13,Verb,84.05061925
أَطْعَمَ,13,Verb,84.0681579
غَشِيَ,13,Verb,84.08569655
مَدَّ,13,Verb,84.10323521
مَكَّ,13,Verb,84.12077386
وَرِثَ,13,Verb,84.13831251
يَصِفُ,13,Verb,84.15585116
 إِحْسَٰن,12,Noun,84.17204069
 أَرْحَام,12,Noun,84.18823022
 إِسْمَاعِيل,12,Proper noun,84.20441974
 أَصَمّ,12,Noun,84.22060927
 أَفْوَٰه,12,Noun,84.23679879
 إِمَام,12,Noun,84.25298832
 إِنجِيل,12,Proper noun,84.26917784
 أَيْن,12,Interogative particle,84.28536737
 ثَلَٰثَة,12,Noun,84.30155689
 حَنِيف,12,Noun,84.31774642
 رَّحْمَٰن,12,Adjective,84.33393594
 طِين,12,Noun,84.35012547
 عَٰمِل,12,Noun,84.36631499
 فَتْح,12,Noun,84.38250452
 لَحْم,12,Noun,84.39869404
 مُسْرِف,12,Noun,84.41488357
 مَسْكَن,12,Noun,84.4310731
 مُعْجِز,12,Noun,84.44726262
 مَّوْعِد,12,Noun,84.46345215
 نُّطْفَة,12,Noun,84.47964167
 وَرَآء,12,Location adverb,84.4958312
 وَرَآء,12,Noun,84.51202072
 وِزْر,12,Noun,84.52821025
ٱسْتَـْٔذَنَ,12,Verb,84.54439977
بَدَأَ,12,Verb,84.5605893
جَحَدُ,12,Verb,84.57677882
حَبِطَ,12,Verb,84.59296835
حَآجَّ,12,Verb,84.60915787
يَحْذَرُ,12,Verb,84.6253474
حَلَفْ,12,Verb,84.64153693
خَرَّ,12,Verb,84.65772645
أَخْزَيْ,12,Verb,84.67391598
تَدْرِى,12,Verb,84.6901055
زَكَّىٰ,12,Verb,84.70629503
سَقَىٰ,12,Verb,84.72248455
سَلَكَ,12,Verb,84.73867408
ٱصْطَفَىٰ,12,Verb,84.7548636
صَلَّىٰ,12,Verb,84.77105313
طَغَىٰ,12,Verb,84.78724265
أَعْلَن,12,Verb,84.80343218
قُطِعَ,12,Verb,84.8196217
قَطَّعَ,12,Verb,84.83581123
قَعَدَ,12,Verb,84.85200076
مَّنَعَ,12,Verb,84.86819028
يُنظَرُ,12,Verb,84.88437981
أَوْرَثَ,12,Verb,84.90056933
وَقَعَ,12,Verb,84.91675886
يُوقِنُ,12,Verb,84.93294838
 إِبْلِيس,11,Proper noun,84.94778878
 إِحْدَى,11,Noun,84.96262918
 أَكْبَر,11,Adjective,84.97746958
 أَمَّا,11,Conditional particle,84.99230998
 بَرِىٓء,11,Noun,85.00715037
 بَغْي,11,Noun,85.02199077
 تَوَّاب,11,Noun,85.03683117
 ثَمَن,11,Noun,85.05167157
 حَسْب,11,Noun,85.06651197
 حَلِيم,11,Adjective,85.08135237
 خَٰلِق,11,Noun,85.09619276
 خِزْى,11,Noun,85.11103316
 سِرّ,11,Noun,85.12587356
 سِنِين,11,Noun,85.14071396
 شَرَاب,11,Noun,85.15555436
 شُعَيْب,11,Proper noun,85.17039475
 شِيعَة,11,Noun,85.18523515
 ضَآلّ,11,Noun,85.20007555
 عَدْن,11,Proper noun,85.21491595
 عِدَّة,11,Noun,85.22975635
 عِزَّة,11,Noun,85.24459675
 عِنَب,11,Noun,85.25943714
 فَٰكِهَة,11,Noun,85.27427754
 فَسَاد,11,Noun,85.28911794
 قَدَر,11,Noun,85.30395834
 قَرِيب,11,Noun,85.31879874
 كَثِيرَة,11,Adjective,85.33363914
 مَجْنُون,11,Noun,85.34847953
 مُخْلِص,11,Noun,85.36331993
 مَسِيح,11,Proper noun,85.37816033
 مَشْرِق,11,Noun,85.39300073
 نَاصِر,11,Noun,85.40784113
 نَجْوَىٰٓ,11,Noun,85.42268153
 نَخْل,11,Noun,85.43752192
 نَفْع,11,Noun,85.45236232
 هُزُو,11,Noun,85.46720272
 هَوَآء,11,Noun,85.48204312
بَدَا,11,Verb,85.49688352
بَنَىٰ,11,Verb,85.51172391
أَذْهَبَ,11,Verb,85.52656431
سَخِرَ,11,Verb,85.54140471
طَبَعَ,11,Verb,85.55624511
أَعْجَبَ,11,Verb,85.57108551
عَرَضَ,11,Verb,85.58592591
عَٰهَدَ,11,Verb,85.6007663
يَقْرَبُ,11,Verb,85.6156067
كَذَبَ,11,Verb,85.6304471
لَبَسْ,11,Verb,85.6452875
تَمَتَّعَ,11,Verb,85.6601279
أَنَابَ,11,Verb,85.6749683
يَنَالُ,11,Verb,85.68980869
هَادُ,11,Verb,85.70464909
وَصَّىٰ,11,Verb,85.71948949
يَسَّرَ,11,Verb,85.73432989
 أَدْنَىٰ,10,Noun,85.74782116
 أَعْرَاب,10,Noun,85.76131243
 جَاهِل,10,Noun,85.7748037
 جِنَّة,10,Noun,85.78829497
 حِجَارَة,10,Noun,85.80178624
 حُسْنَىٰ,10,Noun,85.81527752
 خَيْرَٰت,10,Noun,85.82876879
 دَم,10,Noun,85.84226006
 رِجْس,10,Noun,85.85575133
 رَوَٰسِى,10,Noun,85.8692426
 رَءُوف,10,Noun,85.88273387
 زَرْع,10,Noun,85.89622514
 سَعْي,10,Noun,85.90971641
 سُورَة,10,Noun,85.92320768
 صَاحِب,10,Noun,85.93669896
 صُّور,10,Noun,85.95019023
 ضَرّ,10,Noun,85.9636815
 طُور,10,Noun,85.97717277
 عَابِد,10,Noun,85.99066404
 عِجْل,10,Noun,86.00415531
 عَرَبِيّ,10,Adjective,86.01764658
 عَصَا,10,Noun,86.03113785
 فَقِير,10,Noun,86.04462912
 فِئَة,10,Noun,86.0581204
 قَتْل,10,Noun,86.07161167
 كَٰفِرُون,10,Adjective,86.08510294
 كَيْل,10,Noun,86.09859421
 لِبَاس,10,Noun,86.11208548
 لَهْو,10,Noun,86.12557675
 مِائَة,10,Noun,86.13906802
 مُّحْضَر,10,Noun,86.15255929
 مُّخْتَلِف,10,Noun,86.16605057
 مَدْيَن,10,Proper noun,86.17954184
 مَدِينَة,10,Noun,86.19303311
 مَّرِيض,10,Noun,86.20652438
 مُسْتَقَرّ,10,Noun,86.22001565
 مُّصِيبَة,10,Noun,86.23350692
 مَغْرِب,10,Noun,86.24699819
 وَٰلِدَي,10,Noun,86.26048946
 يَسِير,10,Adjective,86.27398073
 ءَامِنِين,10,Noun,86.28747201
بَخِلَ,10,Verb,86.30096328
ثَبَّتْ,10,Verb,86.31445455
ٱجْتَبَىٰ,10,Verb,86.32794582
أَحْصَىٰ,10,Verb,86.34143709
حَاقَ,10,Verb,86.35492836
صَدَّقَ,10,Verb,86.36841963
صَرَّفْ,10,Verb,86.3819109
أَضَاعُ,10,Verb,86.39540217
طَلَّقَ,10,Verb,86.40889345
ظَهَرَ,10,Verb,86.42238472
عُذْ,10,Verb,86.43587599
فَسَقَ,10,Verb,86.44936726
فَطَرَ,10,Verb,86.46285853
تَقَبَّلَ,10,Verb,86.4763498
ٱسْتَقَٰمُ,10,Verb,86.48984107
أَمَدَّ,10,Verb,86.50333234
مَرَّ,10,Verb,86.51682362
نَبَذَ,10,Verb,86.53031489
نَزَعَ,10,Verb,86.54380616
يَصِلُ,10,Verb,86.55729743
يُولِجُ,10,Verb,86.5707887
 آتِي,9,Noun,86.58293084
 أَذًى,9,Noun,86.59507299
 أَرْبَعَة,9,Noun,86.60721513
 أَسَٰطِير,9,Noun,86.61935728
 أَضَلّ,9,Noun,86.63149942
 إِفْك,9,Noun,86.64364156
 أَوْلَىٰ,9,Noun,86.65578371
 تِجَٰرَة,9,Noun,86.66792585
 تَذْكِرَة,9,Noun,86.680068
 جُلُود,9,Noun,86.69221014
 حُبّ,9,Noun,86.70435228
 حَجّ,9,Noun,86.71649443
 خَبِيث,9,Noun,86.72863657
 خَلِيفَة,9,Noun,86.74077872
 دُون,9,Location adverb,86.75292086
 رِجْز,9,Noun,86.765063
 رَقَبَة,9,Noun,86.77720515
 سَبَب,9,Noun,86.78934729
 سَحَاب,9,Noun,86.80148944
 سَوْء,9,Noun,86.81363158
 شَفِيع,9,Noun,86.82577372
 شَكُور,9,Adjective,86.83791587
 صَٰلِح,9,Proper noun,86.85005801
 صِيَام,9,Noun,86.86220016
 ضَرَّآء,9,Noun,86.8743423
 ضَلَٰلَة,9,Noun,86.88648444
 طُغْيَٰن,9,Noun,86.89862659
 طَيِّبَة,9,Adjective,86.91076873
 عَام,9,Noun,86.92291088
 عِبَادَت,9,Noun,86.93505302
 عُنُق,9,Noun,86.94719516
 عِوَج,9,Noun,86.95933731
 غُرُور,9,Noun,86.97147945
 غِلّ,9,Noun,86.9836216
 فَاعِل,9,Noun,86.99576374
 قَرَار,9,Noun,87.00790588
 قَوِىّ,9,Noun,87.02004803
 لَغْو,9,Noun,87.03219017
 لَوْن,9,Noun,87.04433232
 مُبَشِّر,9,Noun,87.05647446
 مَّبْعُوثُون,9,Noun,87.06861661
 مَتَىٰ,9,Interogative particle,87.08075875
 مُحِيط,9,Noun,87.09290089
 مَّعْلُوم,9,Noun,87.10504304
 مَّوْعِظَة,9,Noun,87.11718518
 مَـَٔاب,9,Noun,87.12932733
 نَبَات,9,Noun,87.14146947
 وَٰحِدَة,9,Adjective,87.15361161
 وَٰسِع,9,Noun,87.16575376
 يَهُودِيّ,9,Proper noun,87.1778959
يُؤَاخِذُ,9,Verb,87.19003805
ءَاوَىٰٓ,9,Verb,87.20218019
أَيَّدَ,9,Verb,87.21432233
تَبَارَكَ,9,Verb,87.22646448
تَبِعَ,9,Verb,87.23860662
ٱجْتَنَبُ,9,Verb,87.25074877
يَسْتَحْىِۦٓ,9,Verb,87.26289091
خَاضُ,9,Verb,87.27503305
رَكِبَ,9,Verb,87.2871752
رَمَىٰ,9,Verb,87.29931734
ٱرْتَابَ,9,Verb,87.31145949
يَتَسَآءَلُ,9,Verb,87.32360163
يُسَٰرِعُ,9,Verb,87.33574377
يُضَٰعِفُ,9,Verb,87.34788592
ٱنطَلَقَ,9,Verb,87.36002806
ٱطْمَأَنَّ,9,Verb,87.37217021
طَهَّرَ,9,Verb,87.38431235
ظَلَّ,9,Verb,87.39645449
فَرَضَ,9,Verb,87.40859664
فَرَّقُ,9,Verb,87.42073878
يَقْبَلُ,9,Verb,87.43288093
أَقْبَلَ,9,Verb,87.44502307
قَذَفَ,9,Verb,87.45716521
يَلْعَبْ,9,Verb,87.46930736
أَمْلَىٰ,9,Verb,87.4814495
يَنطِقُ,9,Verb,87.49359165
وَلَدَ,9,Verb,87.50573379
 أَشُدّ,8,Noun,87.51652681
 بِرّ,8,Noun,87.52731982
 بُرْهَٰن,8,Noun,87.53811284
 ثِيَاب,8,Noun,87.54890586
 جَانِب,8,Noun,87.55969887
 جَدِيد,8,Adjective,87.57049189
 جَنب,8,Noun,87.58128491
 خَزَآئِن,8,Noun,87.59207793
 خَشْيَة,8,Noun,87.60287094
 خَطِيٓـَٔة,8,Noun,87.61366396
 خِلَٰل,8,Noun,87.62445698
 ذَهَب,8,Noun,87.63524999
 رَاكِع,8,Noun,87.64604301
 سَرِيع,8,Noun,87.65683603
 سَمِيع,8,Adjective,87.66762904
 شِّمَال,8,Noun,87.67842206
 شَيْطَٰن,8,Noun,87.68921508
 صَاعِقَة,8,Noun,87.70000809
 صُحُف,8,Noun,87.71080111
 صَدَقَٰت,8,Noun,87.72159413
 صَوْت,8,Noun,87.73238715
 طَّٰغُوت,8,Noun,87.74318016
 طَيِّب,8,Adjective,87.75397318
 طَيِّب,8,Noun,87.7647662
 ظَٰهِر,8,Noun,87.77555921
 عُدْوَٰن,8,Noun,87.78635223
 عَشِىّ,8,Noun,87.79714525
 عَقِب,8,Noun,87.80793826
 عَلِيّ,8,Noun,87.81873128
 غَلِيظ,8,Adjective,87.8295243
 فَرْج,8,Noun,87.84031731
 فَصْل,8,Noun,87.85111033
 قَانِت,8,Noun,87.86190335
 قَدَم,8,Noun,87.87269637
 قَرِين,8,Noun,87.88348938
 كَبِير,8,Noun,87.8942824
 لَٰكِن,8,Accusative particle,87.90507542
 لَعِب,8,Noun,87.91586843
 مُتَّكِـِٔين,8,Noun,87.92666145
 مِثْقَال,8,Noun,87.93745447
 مُجْرِم,8,Adjective,87.94824748
 مُحْصَنَٰت,8,Noun,87.9590405
 مُخْلَص,8,Adjective,87.96983352
 مُدْبِر,8,Noun,87.98062653
 مُشْفِقُون,8,Noun,87.99141955
 مُّقِيم,8,Noun,88.00221257
 مَنَٰفِع,8,Noun,88.01300559
 مَّوَدَّة,8,Noun,88.0237986
 مِيقَٰت,8,Noun,88.03459162
 نُزُل,8,Noun,88.04538464
 هُنَالِك,8,Time adverb,88.05617765
 وَصِيَّة,8,Noun,88.06697067
 يَمّ,8,Noun,88.07776369
 ـَٰٔن,8,Time adverb,88.0885567
بَٰرَكَ,8,Verb,88.09934972
ٱبْتَلَىٰٓ,8,Verb,88.11014274
أُجِيبَت,8,Verb,88.12093575
خَسَفَ,8,Verb,88.13172877
ٱخْتَصَمُ,8,Verb,88.14252179
خَفَّفَ,8,Verb,88.15331481
دَمَّرَ,8,Verb,88.16410782
ٱرْتَدَّ,8,Verb,88.17490084
رَٰوَدُ,8,Verb,88.18569386
تَزَكَّىٰ,8,Verb,88.19648687
ٱزْدَادُ,8,Verb,88.20727989
زَالَت,8,Verb,88.21807291
أَسْقَيْ,8,Verb,88.22886592
سَمَّىٰ,8,Verb,88.23965894
ٱشْتَهَتْ,8,Verb,88.25045196
ٱسْتَضْعَفُ,8,Verb,88.26124497
يَطْمَعُ,8,Verb,88.27203799
طَافَ,8,Verb,88.28283101
أَظْهَرَ,8,Verb,88.29362403
عَجِبُ,8,Verb,88.30441704
أَعْطَىٰ,8,Verb,88.31521006
تَعَالَ,8,Verb,88.32600308
أَغْوَيْ,8,Verb,88.33679609
تَفَرَّقَ,8,Verb,88.34758911
كَبُرَ,8,Verb,88.35838213
كَفَّ,8,Verb,88.36917514
كِيدُ,8,Verb,88.37996816
يَنتَظِرُ,8,Verb,88.39076118
نَفَرَ,8,Verb,88.40155419
يَهْبِطُ,8,Verb,88.41234721
هَمَّ,8,Verb,88.42314023
هَوَىٰ,8,Verb,88.43393325
يَئِسَ,8,Verb,88.44472626
 أَبْقَىٰٓ,7,Noun,88.45417015
 أَبَوَان,7,Noun,88.46361404
 ٱثْنَتَيْن,7,Noun,88.47305793
 أَثِيم,7,Adjective,88.48250182
 ٱخْتِلَٰف,7,Noun,88.49194571
 إِخْوَةٌ,7,Noun,88.5013896
 إِصْلَٰح,7,Noun,88.51083349
 أُكُل,7,Noun,88.52027738
 أَهْدَىٰ,7,Noun,88.52972127
 بَشِير,7,Noun,88.53916516
 بَصِيرَة,7,Noun,88.54860905
 بُعْد,7,Noun,88.55805294
 بُنْيَٰن,7,Noun,88.56749683
 بَيْع,7,Noun,88.57694072
 تَبْدِيل,7,Noun,88.58638461
 تَوْبَة,7,Noun,88.5958285
 ثَلَٰث,7,Noun,88.60527239
 جَآنّ,7,Noun,88.61471628
 جَمِيل,7,Adjective,88.62416017
 جَنَاح,7,Noun,88.63360406
 جَهْر,7,Noun,88.64304795
 حَبّ,7,Noun,88.65249184
 حَبْل,7,Noun,88.66193573
 حِجَاب,7,Noun,88.67137962
 حُجَّة,7,Noun,88.68082351
 حَسْرَة,7,Noun,88.6902674
 حُسْنَىٰ,7,Adjective,88.69971129
 حَظّ,7,Noun,88.70915518
 حَفِيظ,7,Noun,88.71859907
 حَمْل,7,Noun,88.72804296
 ذِلَّة,7,Noun,88.73748685
 رِّبَوٰا,7,Noun,88.74693074
 رُّءْيَا,7,Noun,88.75637463
 زُبُر,7,Noun,88.76581852
 زَكَرِيَّا,7,Proper noun,88.77526241
 سَآئِل,7,Noun,88.7847063
 سَابِق,7,Noun,88.79415018
 سِتَّة,7,Noun,88.80359407
 سَفَر,7,Noun,88.81303796
 سَفِيه,7,Noun,88.82248185
 سَنَة,7,Noun,88.83192574
 شَجَر,7,Noun,88.84136963
 شِقَاق,7,Noun,88.85081352
 صَفّ,7,Noun,88.86025741
 ضِعْف,7,Noun,88.8697013
 ضَعِيف,7,Noun,88.87914519
 عَاكِف,7,Noun,88.88858908
 عُمُر,7,Noun,88.89803297
 غَٰبِرِين,7,Noun,88.90747686
 فَحْشَآء,7,Noun,88.91692075
 فُرْقَان,7,Noun,88.92636464
 قَاعِد,7,Noun,88.93580853
 قِبْلَة,7,Noun,88.94525242
 قَدْر,7,Noun,88.95469631
 كَٰرِهُون,7,Noun,88.9641402
 كَأَيِّن,7,Noun,88.97358409
 كَبِيرَة,7,Noun,88.98302798
 كَى,7,Subordinating conjunction,88.99247187
 لَيْلَة,7,Noun,89.00191576
 مُرِيب,7,Noun,89.01135965
 مَّطَر,7,Noun,89.02080354
 مَفْعُول,7,Noun,89.03024743
 مُقَرَّبُون,7,Noun,89.03969132
 مِهَٰد,7,Noun,89.04913521
 مُّهِين,7,Adjective,89.0585791
 مُّهِين,7,Noun,89.06802299
 مُؤْمِن,7,Adjective,89.07746688
 نَاقَة,7,Noun,89.08691077
 نَّخِيل,7,Noun,89.09635466
 هَاد,7,Noun,89.10579855
 هَدْي,7,Noun,89.11524244
 هُود,7,Proper noun,89.12468633
 وَاد,7,Noun,89.13413022
 وَارِث,7,Noun,89.14357411
 وَلِيد,7,Noun,89.153018
 يُسْر,7,Noun,89.16246189
يَسْتَبْشِرُ,7,Verb,89.17190578
حَضَرَ,7,Verb,89.18134967
حَفِظَ,7,Verb,89.19079356
حَىَّ,7,Verb,89.20023745
دَلَّ,7,Verb,89.20968134
دَامُ,7,Verb,89.21912523
سِيقَ,7,Verb,89.22856912
شَآقُّ,7,Verb,89.23801301
أَشْهَدَ,7,Verb,89.2474569
ضَحِكَتْ,7,Verb,89.25690079
ٱضْطُرَّ,7,Verb,89.26634467
ضَاقَ,7,Verb,89.27578856
طَّلَعَ,7,Verb,89.28523245
عَدَّ,7,Verb,89.29467634
ٱعْتَزَلَ,7,Verb,89.30412023
يَعْمَهُ,7,Verb,89.31356412
عَمِىَ,7,Verb,89.32300801
ٱفْتَدَىٰ,7,Verb,89.3324519
أَفَاضَ,7,Verb,89.34189579
يُكَلِّفُ,7,Verb,89.35133968
ٱلْتَقَى,7,Verb,89.36078357
أُمْطِرَتْ,7,Verb,89.37022746
تَنَٰزَعُ,7,Verb,89.37967135
تَنَزَّلَتْ,7,Verb,89.38911524
أَنسَىٰ,7,Verb,89.39855913
ٱنتَصَرَ,7,Verb,89.40800302
يُنقَصُ,7,Verb,89.41744691
يَزِرُ,7,Verb,89.4268908
 أَبْكَم,6,Noun,89.43498556
 أَخْذ,6,Noun,89.44308033
 إِخْرَاج,6,Noun,89.45117509
 أَرْبَع,6,Noun,89.45926985
 إِسْلَٰم,6,Proper noun,89.46736462
 أَعْلَىٰ,6,Noun,89.47545938
 أُمْنِيَّت,6,Noun,89.48355414
 أُنثَيَيْن,6,Noun,89.4916489
 أَندَاد,6,Noun,89.49974367
 بَٰلِغ,6,Noun,89.50783843
 بَعْل,6,Noun,89.51593319
 بُكْرَة,6,Time adverb,89.52402795
 بَلَآء,6,Noun,89.53212272
 بُهْتَٰن,6,Noun,89.54021748
 تَحِيَّة,6,Noun,89.54831224
 ثَّقَلَان,6,Noun,89.556407
 جَاعِل,6,Noun,89.56450177
 حَدِيد,6,Noun,89.57259653
 حَلَٰل,6,Noun,89.58069129
 حُلُم,6,Noun,89.58878606
 حَمِيم,6,Adjective,89.59688082
 خِلَٰف,6,Noun,89.60497558
 خَلَٰق,6,Noun,89.61307034
 خُلْد,6,Noun,89.62116511
 خَمْر,6,Noun,89.62925987
 خِيفَة,6,Noun,89.63735463
 دَعْوَة,6,Noun,89.64544939
 ذَرَّة,6,Noun,89.65354416
 رَّٰحِمِين,6,Noun,89.66163892
 رَّٰزِقِين,6,Noun,89.66973368
 رِسَٰلَٰت,6,Noun,89.67782844
 رُشْد,6,Noun,89.68592321
 سَّبْت,6,Noun,89.69401797
 سِّجْن,6,Noun,89.70211273
 سُرُر,6,Noun,89.7102075
 سَعَة,6,Noun,89.71830226
 سَكِينَة,6,Noun,89.72639702
 سِيمَٰ,6,Noun,89.73449178
 طَرْف,6,Noun,89.74258655
 ظُلَّة,6,Noun,89.75068131
 عَاد,6,Noun,89.75877607
 عِبْرَة,6,Noun,89.76687083
 عَدَٰوَة,6,Noun,89.7749656
 عَرَض,6,Noun,89.78306036
 عُقْبَى,6,Noun,89.79115512
 غَٰوِين,6,Noun,89.79924989
 غَمّ,6,Noun,89.80734465
 غَيْظ,6,Noun,89.81543941
 فَاطِر,6,Noun,89.82353417
 فَجْر,6,Noun,89.83162894
 فَرِح,6,Noun,89.8397237
 فَرِيضَة,6,Noun,89.84781846
 فِضَّة,6,Noun,89.85591322
 قَبْر,6,Noun,89.86400799
 قَرْض,6,Noun,89.87210275
 قَصَص,6,Noun,89.88019751
 قَمِيص,6,Noun,89.88829227
 قَهَّار,6,Adjective,89.89638704
 كَأْس,6,Noun,89.9044818
 كِبَر,6,Noun,89.91257656
 كُبْرَىٰ,6,Adjective,89.92067133
 كَرَّة,6,Noun,89.92876609
 كَفُور,6,Adjective,89.93686085
 كَفُور,6,Noun,89.94495561
 كَنز,6,Noun,89.95305038
 كَهْف,6,Noun,89.96114514
 لَّعَلّ,6,Accusative particle,89.9692399
 لُؤْلُؤ,6,Noun,89.97733466
 مُبَارَك,6,Noun,89.98542943
 مُتَكَبِّر,6,Noun,89.99352419
 مُّدَّكِر,6,Noun,90.00161895
 مَرَدّ,6,Noun,90.00971372
 مُسْتَكْبِر,6,Noun,90.01780848
 مُعْتَدِين,6,Noun,90.02590324
 مَقْت,6,Noun,90.033998
 مَنّ,6,Noun,90.04209277
 مُنتَظِرُون,6,Noun,90.05018753
 مُنظَرُون,6,Noun,90.05828229
 مُّنِيب,6,Noun,90.06637705
 مُهَاجِر,6,Noun,90.07447182
 مَوْج,6,Noun,90.08256658
 مِّيعَاد,6,Noun,90.09066134
 نَاصِح,6,Noun,90.0987561
 نِصْف,6,Noun,90.10685087
 هَٰمَٰن,6,Proper noun,90.11494563
 وَٰحِد,6,Noun,90.12304039
 وَحْد,6,Noun,90.13113516
 وَحْى,6,Noun,90.13922992
 وَعِيد,6,Noun,90.14732468
 وَقْر,6,Noun,90.15541944
 يَقِين,6,Noun,90.16351421
يَسْتَأْخِرُ,6,Verb,90.17160897
يَنۢبَغِى,6,Verb,90.17970373
بَلَّغْ,6,Verb,90.18779849
بَآءَ,6,Verb,90.19589326
بَوَّأَ,6,Verb,90.20398802
بَايَعْ,6,Verb,90.21208278
ثُقِفُ,6,Verb,90.22017755
يُجِيرُ,6,Verb,90.22827231
يَخْفَىٰ,6,Verb,90.23636707
أَدْرَكَ,6,Verb,90.24446183
